id_monitoreo,id_tiempo,id_metrica,id_area,valor,fuente
319,20200701,4,1,10137.608,consumo_energetico
415,20200701,5,1,27.796416111802362,residuos
542,20200701,7,1,24,eventos_rrhh
638,20200701,8,1,0,eventos_rrhh
32,20200801,1,1,44153516.03,ventas
128,20200801,2,1,24525712.490000002,compras
224,20200801,3,1,960504.37,personal_nomina
320,20200801,4,1,10013.292,consumo_energetico
416,20200801,5,1,28.437660141186097,residuos
543,20200801,7,1,8,eventos_rrhh
639,20200801,8,1,0,eventos_rrhh
33,20200901,1,1,47954460.06,ventas
129,20200901,2,1,27443086.77,compras
225,20200901,3,1,1041101.49,personal_nomina
321,20200901,4,1,10134.19,consumo_energetico
417,20200901,5,1,29.18198909600112,residuos
490,20200901,6,1,,encuestas
544,20200901,7,1,32,eventos_rrhh
640,20200901,8,1,0,eventos_rrhh
34,20201001,1,1,72515663.14,ventas
130,20201001,2,1,44581132.089999996,compras
226,20201001,3,1,1041067.71,personal_nomina
322,20201001,4,1,7147.0,consumo_energetico
418,20201001,5,1,28.963831354330154,residuos
545,20201001,7,1,52,eventos_rrhh
641,20201001,8,1,0,eventos_rrhh
35,20201101,1,1,80343072.94,ventas
131,20201101,2,1,47469235.47,compras
227,20201101,3,1,1119245.1600000001,personal_nomina
323,20201101,4,1,7091.6,consumo_energetico
419,20201101,5,1,27.911525208236576,residuos
546,20201101,7,1,48,eventos_rrhh
642,20201101,8,1,12,eventos_rrhh
36,20201201,1,1,108143197.61,ventas
132,20201201,2,1,65404451.84,compras
228,20201201,3,1,1681905.99,personal_nomina
324,20201201,4,1,6638.9,consumo_energetico
420,20201201,5,1,27.82337613165319,residuos
491,20201201,6,1,5.7,encuestas
547,20201201,7,1,32,eventos_rrhh
643,20201201,8,1,0,eventos_rrhh
37,20210101,1,1,124320230.09,ventas
133,20210101,2,1,71781837.6,compras
229,20210101,3,1,1525427.81,personal_nomina
325,20210101,4,1,7991.7,consumo_energetico
421,20210101,5,1,26.960718926803196,residuos
548,20210101,7,1,76,eventos_rrhh
644,20210101,8,1,0,eventos_rrhh
38,20210201,1,1,125604078.33,ventas
134,20210201,2,1,75522435.22,compras
230,20210201,3,1,1651063.2,personal_nomina
326,20210201,4,1,7759.7,consumo_energetico
422,20210201,5,1,28.27771335222761,residuos
549,20210201,7,1,28,eventos_rrhh
645,20210201,8,1,0,eventos_rrhh
39,20210301,1,1,140980815.48,ventas
135,20210301,2,1,84809812.33,compras
231,20210301,3,1,1648307.62,personal_nomina
327,20210301,4,1,8469.2,consumo_energetico
423,20210301,5,1,27.5806381730442,residuos
492,20210301,6,1,,encuestas
550,20210301,7,1,80,eventos_rrhh
646,20210301,8,1,0,eventos_rrhh
40,20210401,1,1,154064521.44,ventas
136,20210401,2,1,93038694.98,compras
232,20210401,3,1,1777970.1199999999,personal_nomina
328,20210401,4,1,9273.4,consumo_energetico
424,20210401,5,1,27.6616450676652,residuos
551,20210401,7,1,80,eventos_rrhh
647,20210401,8,1,0,eventos_rrhh
41,20210501,1,1,195694095.4,ventas
137,20210501,2,1,119429226.47,compras
233,20210501,3,1,1771744.79,personal_nomina
329,20210501,4,1,11912.562,consumo_energetico
425,20210501,5,1,28.875873721031912,residuos
552,20210501,7,1,76,eventos_rrhh
648,20210501,8,1,1,eventos_rrhh
42,20210601,1,1,142087652.0,ventas
138,20210601,2,1,84533517.36,compras
234,20210601,3,1,1881787.51,personal_nomina
330,20210601,4,1,11404.16,consumo_energetico
426,20210601,5,1,28.04422451824182,residuos
493,20210601,6,1,6.866666666666667,encuestas
553,20210601,7,1,64,eventos_rrhh
649,20210601,8,1,2,eventos_rrhh
43,20210701,1,1,171824122.33,ventas
139,20210701,2,1,103514880.69,compras
235,20210701,3,1,1882052.55,personal_nomina
331,20210701,4,1,12643.612000000001,consumo_energetico
427,20210701,5,1,28.881240956868098,residuos
554,20210701,7,1,28,eventos_rrhh
650,20210701,8,1,0,eventos_rrhh
44,20210801,1,1,148392489.18,ventas
140,20210801,2,1,86926029.22,compras
236,20210801,3,1,1776158.75,personal_nomina
332,20210801,4,1,11800.482,consumo_energetico
428,20210801,5,1,28.4915287152118,residuos
555,20210801,7,1,16,eventos_rrhh
651,20210801,8,1,3,eventos_rrhh
45,20210901,1,1,181789461.66,ventas
141,20210901,2,1,105927277.92,compras
237,20210901,3,1,1917030.0,personal_nomina
333,20210901,4,1,11489.092,consumo_energetico
429,20210901,5,1,27.12073190496849,residuos
494,20210901,6,1,,encuestas
556,20210901,7,1,64,eventos_rrhh
652,20210901,8,1,0,eventos_rrhh
46,20211001,1,1,181248439.34,ventas
142,20211001,2,1,108826873.62,compras
238,20211001,3,1,1906119.0,personal_nomina
334,20211001,4,1,8510.3,consumo_energetico
430,20211001,5,1,28.61704932278273,residuos
557,20211001,7,1,56,eventos_rrhh
653,20211001,8,1,7,eventos_rrhh
47,20211101,1,1,211793406.42,ventas
143,20211101,2,1,119078604.22,compras
239,20211101,3,1,1904337.2,personal_nomina
335,20211101,4,1,7920.1,consumo_energetico
431,20211101,5,1,28.17698682708617,residuos
558,20211101,7,1,36,eventos_rrhh
654,20211101,8,1,0,eventos_rrhh
48,20211201,1,1,189449469.32,ventas
144,20211201,2,1,109065968.73,compras
240,20211201,3,1,2863821.3,personal_nomina
336,20211201,4,1,7243.7,consumo_energetico
432,20211201,5,1,27.796066770636767,residuos
495,20211201,6,1,7.3,encuestas
559,20211201,7,1,64,eventos_rrhh
655,20211201,8,1,0,eventos_rrhh
49,20220101,1,1,157747180.83,ventas
145,20220101,2,1,92680678.1,compras
241,20220101,3,1,3115905.1,personal_nomina
337,20220101,4,1,7732.7,consumo_energetico
433,20220101,5,1,28.019492320734955,residuos
560,20220101,7,1,36,eventos_rrhh
656,20220101,8,1,0,eventos_rrhh
50,20220201,1,1,153254664.56,ventas
146,20220201,2,1,95010861.74000001,compras
242,20220201,3,1,3120801.96,personal_nomina
338,20220201,4,1,7656.1,consumo_energetico
434,20220201,5,1,27.594098454511823,residuos
561,20220201,7,1,92,eventos_rrhh
657,20220201,8,1,0,eventos_rrhh
51,20220301,1,1,148161585.15,ventas
147,20220301,2,1,85777397.78999999,compras
243,20220301,3,1,3106472.38,personal_nomina
339,20220301,4,1,7678.5,consumo_energetico
435,20220301,5,1,28.863071861152125,residuos
496,20220301,6,1,,encuestas
562,20220301,7,1,68,eventos_rrhh
658,20220301,8,1,0,eventos_rrhh
52,20220401,1,1,187857789.06,ventas
148,20220401,2,1,113234881.62,compras
244,20220401,3,1,3113095.07,personal_nomina
340,20220401,4,1,8297.0,consumo_energetico
436,20220401,5,1,27.876304999072957,residuos
563,20220401,7,1,100,eventos_rrhh
659,20220401,8,1,0,eventos_rrhh
53,20220501,1,1,193513649.29,ventas
149,20220501,2,1,113579913.67999999,compras
245,20220501,3,1,2953033.28,personal_nomina
341,20220501,4,1,11332.792,consumo_energetico
437,20220501,5,1,28.389744733529664,residuos
564,20220501,7,1,40,eventos_rrhh
660,20220501,8,1,2,eventos_rrhh
54,20220601,1,1,194464326.08,ventas
150,20220601,2,1,109709211.53999999,compras
246,20220601,3,1,2960708.66,personal_nomina
342,20220601,4,1,11799.49,consumo_energetico
438,20220601,5,1,27.72039247867568,residuos
497,20220601,6,1,7.5249999999999995,encuestas
565,20220601,7,1,24,eventos_rrhh
661,20220601,8,1,0,eventos_rrhh
55,20220701,1,1,186203504.35,ventas
151,20220701,2,1,109842790.53,compras
247,20220701,3,1,3293613.34,personal_nomina
343,20220701,4,1,10910.17,consumo_energetico
439,20220701,5,1,28.14338527655819,residuos
566,20220701,7,1,64,eventos_rrhh
662,20220701,8,1,7,eventos_rrhh
56,20220801,1,1,186380447.49,ventas
152,20220801,2,1,105880155.48,compras
248,20220801,3,1,3303100.06,personal_nomina
344,20220801,4,1,11543.236,consumo_energetico
440,20220801,5,1,27.291117668656394,residuos
567,20220801,7,1,64,eventos_rrhh
663,20220801,8,1,14,eventos_rrhh
57,20220901,1,1,180809345.65,ventas
153,20220901,2,1,104971473.15,compras
249,20220901,3,1,3309616.02,personal_nomina
345,20220901,4,1,10091.575,consumo_energetico
441,20220901,5,1,28.204904393530985,residuos
498,20220901,6,1,,encuestas
568,20220901,7,1,104,eventos_rrhh
664,20220901,8,1,5,eventos_rrhh
58,20221001,1,1,233577925.61,ventas
154,20221001,2,1,133388799.53,compras
250,20221001,3,1,3313668.06,personal_nomina
346,20221001,4,1,7089.099999999999,consumo_energetico
442,20221001,5,1,29.47822738962491,residuos
569,20221001,7,1,160,eventos_rrhh
665,20221001,8,1,0,eventos_rrhh
59,20221101,1,1,249105146.14,ventas
155,20221101,2,1,142438888.5,compras
251,20221101,3,1,3306575.28,personal_nomina
347,20221101,4,1,7574.6,consumo_energetico
443,20221101,5,1,28.274878155874344,residuos
570,20221101,7,1,56,eventos_rrhh
666,20221101,8,1,0,eventos_rrhh
60,20221201,1,1,244312619.69,ventas
156,20221201,2,1,142188219.89,compras
252,20221201,3,1,4956432.2,personal_nomina
348,20221201,4,1,6498.200000000001,consumo_energetico
444,20221201,5,1,29.46257169047114,residuos
499,20221201,6,1,7.1692307692307695,encuestas
571,20221201,7,1,52,eventos_rrhh
667,20221201,8,1,0,eventos_rrhh
61,20230101,1,1,330736851.92,ventas
157,20230101,2,1,192085641.68,compras
253,20230101,3,1,7260519.47,personal_nomina
349,20230101,4,1,6342.400000000001,consumo_energetico
445,20230101,5,1,47.21861255814714,residuos
572,20230101,7,1,148,eventos_rrhh
668,20230101,8,1,0,eventos_rrhh
62,20230201,1,1,290363958.06,ventas
158,20230201,2,1,161224020.59,compras
254,20230201,3,1,7273541.640000001,personal_nomina
350,20230201,4,1,7244.6,consumo_energetico
446,20230201,5,1,48.56060704828724,residuos
573,20230201,7,1,24,eventos_rrhh
669,20230201,8,1,8,eventos_rrhh
63,20230301,1,1,326295100.05,ventas
159,20230301,2,1,188197419.98,compras
255,20230301,3,1,7265193.92,personal_nomina
351,20230301,4,1,7169.400000000001,consumo_energetico
447,20230301,5,1,47.39170914917273,residuos
500,20230301,6,1,,encuestas
574,20230301,7,1,212,eventos_rrhh
670,20230301,8,1,1,eventos_rrhh
64,20230401,1,1,378671486.9,ventas
160,20230401,2,1,225927446.89000002,compras
256,20230401,3,1,6967998.47,personal_nomina
352,20230401,4,1,7674.0,consumo_energetico
448,20230401,5,1,49.15645756232314,residuos
575,20230401,7,1,176,eventos_rrhh
671,20230401,8,1,0,eventos_rrhh
65,20230501,1,1,503664695.53,ventas
161,20230501,2,1,301161318.86,compras
257,20230501,3,1,6962305.850000001,personal_nomina
353,20230501,4,1,11740.269,consumo_energetico
449,20230501,5,1,49.38932576666559,residuos
576,20230501,7,1,56,eventos_rrhh
672,20230501,8,1,5,eventos_rrhh
66,20230601,1,1,354360739.96,ventas
162,20230601,2,1,211341171.88,compras
258,20230601,3,1,7593345.109999999,personal_nomina
354,20230601,4,1,11328.373,consumo_energetico
450,20230601,5,1,46.59057525219955,residuos
501,20230601,6,1,6.792857142857143,encuestas
577,20230601,7,1,88,eventos_rrhh
673,20230601,8,1,0,eventos_rrhh
67,20230701,1,1,392377651.99,ventas
163,20230701,2,1,224875184.1,compras
259,20230701,3,1,7588550.62,personal_nomina
355,20230701,4,1,11162.948,consumo_energetico
451,20230701,5,1,48.511134553389475,residuos
578,20230701,7,1,48,eventos_rrhh
674,20230701,8,1,0,eventos_rrhh
68,20230801,1,1,385252219.83,ventas
164,20230801,2,1,211019463.79,compras
260,20230801,3,1,7593575.23,personal_nomina
356,20230801,4,1,10104.104,consumo_energetico
452,20230801,5,1,46.22907606371882,residuos
579,20230801,7,1,48,eventos_rrhh
675,20230801,8,1,0,eventos_rrhh
69,20230901,1,1,324835131.5,ventas
165,20230901,2,1,189443761.78,compras
261,20230901,3,1,7583818.03,personal_nomina
357,20230901,4,1,10954.113000000001,consumo_energetico
453,20230901,5,1,47.56263090625293,residuos
502,20230901,6,1,,encuestas
580,20230901,7,1,104,eventos_rrhh
676,20230901,8,1,0,eventos_rrhh
70,20231001,1,1,469908433.09,ventas
166,20231001,2,1,265644845.76,compras
262,20231001,3,1,7593696.9,personal_nomina
358,20231001,4,1,7025.7,consumo_energetico
454,20231001,5,1,47.637659883284655,residuos
581,20231001,7,1,96,eventos_rrhh
677,20231001,8,1,0,eventos_rrhh
71,20231101,1,1,559111258.86,ventas
167,20231101,2,1,342994737.26,compras
263,20231101,3,1,7573647.08,personal_nomina
359,20231101,4,1,6833.1,consumo_energetico
455,20231101,5,1,46.81826800626151,residuos
582,20231101,7,1,48,eventos_rrhh
678,20231101,8,1,0,eventos_rrhh
72,20231201,1,1,547108008.54,ventas
168,20231201,2,1,328238168.72,compras
264,20231201,3,1,11364977.47,personal_nomina
360,20231201,4,1,6597.7,consumo_energetico
456,20231201,5,1,47.491986053661634,residuos
503,20231201,6,1,6.971428571428572,encuestas
583,20231201,7,1,76,eventos_rrhh
679,20231201,8,1,0,eventos_rrhh
73,20240101,1,1,1027913086.45,ventas
169,20240101,2,1,589621901.49,compras
265,20240101,3,1,23533131.68,personal_nomina
361,20240101,4,1,7183.1,consumo_energetico
457,20240101,5,1,47.623601324765424,residuos
584,20240101,7,1,108,eventos_rrhh
680,20240101,8,1,0,eventos_rrhh
74,20240201,1,1,1020941444.36,ventas
170,20240201,2,1,611702764.3199999,compras
266,20240201,3,1,27842491.259999998,personal_nomina
362,20240201,4,1,7220.9,consumo_energetico
458,20240201,5,1,47.04270340863863,residuos
585,20240201,7,1,108,eventos_rrhh
681,20240201,8,1,3,eventos_rrhh
75,20240301,1,1,1140056287.74,ventas
171,20240301,2,1,645890986.0600001,compras
267,20240301,3,1,26551985.35,personal_nomina
363,20240301,4,1,7591.1,consumo_energetico
459,20240301,5,1,46.941344888528334,residuos
504,20240301,6,1,,encuestas
586,20240301,7,1,172,eventos_rrhh
682,20240301,8,1,3,eventos_rrhh
76,20240401,1,1,1198317800.82,ventas
172,20240401,2,1,721068865.59,compras
268,20240401,3,1,26582402.07,personal_nomina
364,20240401,4,1,7249.1,consumo_energetico
460,20240401,5,1,47.39289256931906,residuos
587,20240401,7,1,144,eventos_rrhh
683,20240401,8,1,0,eventos_rrhh
77,20240501,1,1,1308176211.05,ventas
173,20240501,2,1,714778019.16,compras
269,20240501,3,1,26637645.0,personal_nomina
365,20240501,4,1,10921.844000000001,consumo_energetico
461,20240501,5,1,47.24824758787224,residuos
588,20240501,7,1,188,eventos_rrhh
684,20240501,8,1,0,eventos_rrhh
78,20240601,1,1,1401445179.66,ventas
174,20240601,2,1,781721205.78,compras
270,20240601,3,1,26667338.55,personal_nomina
366,20240601,4,1,11024.473,consumo_energetico
462,20240601,5,1,46.99385385223035,residuos
505,20240601,6,1,7.333333333333333,encuestas
589,20240601,7,1,88,eventos_rrhh
685,20240601,8,1,0,eventos_rrhh
79,20240701,1,1,1498704660.16,ventas
175,20240701,2,1,896931286.6800001,compras
271,20240701,3,1,26711208.32,personal_nomina
367,20240701,4,1,11721.637999999999,consumo_energetico
463,20240701,5,1,47.45525514568137,residuos
590,20240701,7,1,68,eventos_rrhh
686,20240701,8,1,5,eventos_rrhh
80,20240801,1,1,1162808143.81,ventas
176,20240801,2,1,670959028.9,compras
272,20240801,3,1,30705754.45,personal_nomina
368,20240801,4,1,11156.532,consumo_energetico
464,20240801,5,1,46.18356885853345,residuos
591,20240801,7,1,76,eventos_rrhh
687,20240801,8,1,0,eventos_rrhh
81,20240901,1,1,1215623255.24,ventas
177,20240901,2,1,683160659.72,compras
273,20240901,3,1,30666279.66,personal_nomina
369,20240901,4,1,10634.672999999999,consumo_energetico
465,20240901,5,1,48.86584767261694,residuos
506,20240901,6,1,,encuestas
592,20240901,7,1,124,eventos_rrhh
688,20240901,8,1,1,eventos_rrhh
82,20241001,1,1,1470492871.29,ventas
178,20241001,2,1,854971830.65,compras
274,20241001,3,1,30775196.31,personal_nomina
370,20241001,4,1,7342.6,consumo_energetico
466,20241001,5,1,48.104439556497,residuos
593,20241001,7,1,68,eventos_rrhh
689,20241001,8,1,7,eventos_rrhh
83,20241101,1,1,2015967751.52,ventas
179,20241101,2,1,1221521223.95,compras
275,20241101,3,1,30729454.36,personal_nomina
371,20241101,4,1,6626.6,consumo_energetico
467,20241101,5,1,47.958872918409675,residuos
594,20241101,7,1,132,eventos_rrhh
690,20241101,8,1,0,eventos_rrhh
84,20241201,1,1,1765536043.52,ventas
180,20241201,2,1,1036175968.98,compras
276,20241201,3,1,46199837.04,personal_nomina
372,20241201,4,1,6095.7,consumo_energetico
468,20241201,5,1,45.69268056250461,residuos
507,20241201,6,1,7.44375,encuestas
595,20241201,7,1,52,eventos_rrhh
691,20241201,8,1,7,eventos_rrhh
85,20250101,1,1,2195865420.85,ventas
181,20250101,2,1,1263399024.88,compras
277,20250101,3,1,84562905.97999999,personal_nomina
373,20250101,4,1,6566.4,consumo_energetico
469,20250101,5,1,49.34522653017842,residuos
596,20250101,7,1,40,eventos_rrhh
692,20250101,8,1,7,eventos_rrhh
86,20250201,1,1,1830664741.6100001,ventas
182,20250201,2,1,1048237984.45,compras
278,20250201,3,1,84008212.14,personal_nomina
374,20250201,4,1,6512.2,consumo_energetico
470,20250201,5,1,49.313126224933704,residuos
597,20250201,7,1,164,eventos_rrhh
693,20250201,8,1,0,eventos_rrhh
87,20250301,1,1,2319261268.62,ventas
183,20250301,2,1,1367176840.7,compras
279,20250301,3,1,81965559.12,personal_nomina
375,20250301,4,1,7002.1,consumo_energetico
471,20250301,5,1,48.454241284606496,residuos
508,20250301,6,1,,encuestas
598,20250301,7,1,60,eventos_rrhh
694,20250301,8,1,0,eventos_rrhh
88,20250401,1,1,2415178572.6,ventas
184,20250401,2,1,1425955508.07,compras
280,20250401,3,1,81825438.97,personal_nomina
376,20250401,4,1,7332.9,consumo_energetico
472,20250401,5,1,50.02658501317711,residuos
599,20250401,7,1,88,eventos_rrhh
695,20250401,8,1,0,eventos_rrhh
89,20250501,1,1,3950213018.99,ventas
185,20250501,2,1,2174763536.55,compras
281,20250501,3,1,82085296.46000001,personal_nomina
377,20250501,4,1,11349.17,consumo_energetico
473,20250501,5,1,48.14083266917433,residuos
600,20250501,7,1,132,eventos_rrhh
696,20250501,8,1,14,eventos_rrhh
90,20250601,1,1,3323964407.84,ventas
186,20250601,2,1,1911595364.11,compras
